ticker,signal_date,fold_id,business_state,business_month_end,common_return_63d,residual_return_63d,systematic_fraction,group,FORWARD_TOTAL_RETURN,FORWARD_TROUGH_RETURN,outcome_end,confirmation_date,confirmation_wait_sessions,confirmed,immediate_entry_date,immediate_entry_price,fixed_wait_entry_date,fixed_wait_entry_price,confirmed_entry_date,confirmed_entry_price,strategy_terminal_base,uplift_vs_immediate_base,uplift_vs_fixed_wait_base,strategy_terminal_stress,uplift_vs_immediate_stress,uplift_vs_fixed_wait_stress,confirmed_entry_trough,immediate_entry_trough,entry_drawdown_improvement
AAPL,2018-11-30,F01,PASS,2018-10-31,-0.118215915671789,-0.1209858634111553,0.4942100185249755,EXCLUDED_UNKNOWN_OR_MIDDLE,0.0305121656944022,-0.2037742611072986,2019-06-05,2019-02-04,42.0,True,2018-12-03,43.76627212819843,2019-01-04,34.2922066637957,2019-02-05,41.01397314387749,0.05315076235715574,0.0033424548662263423,-0.01041831505058291,0.053070916444751405,0.0033374336521058215,-0.010402664101583546,-0.015638927533975,-0.22915546059808478,0.21351653306410978
AAPL,2020-02-28,F02,PASS,2020-01-31,0.0234666189629963,0.0126465263069022,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.8374948696994442,-0.1792141696754248,2020-08-27,2020-04-24,39.0,True,2020-03-02,68.14338895177796,2020-03-31,61.7027392006283,2020-04-27,68.02751680004795,0.08898937502218562,0.00015131901309203832,-0.009121766926693309,0.08885569043276823,0.0001510916935931611,-0.009108063721495474,-0.011426753858041816,-0.2051508974945575,0.1937241436365157
AAPL,2020-09-30,F02,PASS,2020-08-31,0.1200297603008959,0.1225609873965768,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.0655066567935138,-0.0607891491087306,2021-04-01,2020-10-16,12.0,True,2020-10-01,114.10770982136417,2020-10-30,107.72527836112087,2020-10-19,116.3580262606219,0.05135513400949865,-0.0010127738299434488,-0.004115430769767198,0.05127798558584892,-0.0010112523870341728,-0.004109248349982872,-0.0932809769075219,-0.07539958461030571,-0.017881392297216192
AAPL,2021-05-28,F02,PASS,2021-04-30,-0.0070485364680572,-0.016453569644303,0.2999108434945859,HEALTHY_FIRM_SPECIFIC,0.262130924566867,-0.0085868477220587,2021-11-26,2021-06-22,16.0,True,2021-06-01,121.9219705515792,2021-06-30,132.73195198602727,2021-06-23,130.39255013793897,0.058697114448838385,-0.004078006426398877,0.0010345371703229245,0.05860893651025726,-0.004071880227460863,0.0010329830333620019,-0.004933664057175324,-0.012312057004886912,0.007378392947711587
AAPL,2022-04-29,F03,PASS,2022-03-31,-0.104418429432692,0.0283312389017923,1.0,HEALTHY_SYSTEMATIC,-0.0092897957321982,-0.1737957019416341,2022-10-28,2022-07-05,44.0,True,2022-05-02,153.4007100602187,2022-06-01,146.9500774683954,2022-07-06,138.568341296973,0.05508397157593919,0.005326088640904891,0.003141878690897257,0.055001221493451546,0.005318087506241534,0.003137158793014086,-0.020926695591732103,-0.16884000048012415,0.14791330488839205
AAPL,2024-04-30,F04,PASS,2024-03-31,-0.0204769661893776,-0.07716468087001,0.209715493399278,HEALTHY_FIRM_SPECIFIC,0.3753170387894906,-0.0060472001366875,2024-10-29,2024-05-15,11.0,True,2024-05-01,167.89590092981888,2024-05-31,189.79591187539916,2024-05-16,188.83425023580023,0.06131924390353397,-0.00764714171650651,0.000310693544705809,0.061227126862116545,-0.007635653772015007,0.00031022680427810617,-0.01884825094682674,-0.0016511304223844059,-0.017197120524442333
AAPL,2025-03-31,F04,PASS,2025-02-28,-0.0756482576710552,-0.076895184162904,0.4959128806953036,EXCLUDED_UNKNOWN_OR_MIDDLE,0.149116587247208,-0.2237878910000843,2025-09-30,,,False,2025-04-01,218.65466734224302,2025-05-01,207.98108658091093,,,0.05,-0.007975162954746838,-0.010950445919758883,0.05,-0.007888069570237959,-0.010858882906359148,,-0.21559523295451577,
ABBV,2018-03-29,F01,PASS,2018-02-28,-0.0270117786686661,-0.001540298526826,0.946053013366425,HEALTHY_SYSTEMATIC,0.0151771022352984,-0.0514527875271951,2018-09-27,2018-04-26,19.0,True,2018-04-02,65.6948367270856,2018-05-01,72.09491324096089,2018-04-27,68.80439759535847,0.04872678847512238,-0.0023064052249387665,0.0022239607848817677,0.04865358849243566,-0.0023029404198937967,0.0022206198322755333,-0.07822218758472987,-0.04489347342984773,-0.033328714154882144
ABBV,2019-01-31,F01,PASS,2018-12-31,0.0550894666017318,-0.0561377033308604,0.0,HEALTHY_FIRM_SPECIFIC,-0.1569421639155171,-0.1708666071520495,2019-08-01,2019-04-02,42.0,True,2019-02-01,58.566907704130436,2019-03-05,57.931970346596515,2019-04-03,61.02635127770198,0.04041352123730674,-0.0016971149577269112,-0.002158649683885551,0.04035280988842746,-0.0016945654610452943,-0.002155406845101543,-0.20388527688772728,-0.1704534411234826,-0.03343183576424469
ABBV,2020-02-28,F02,PASS,2020-01-31,-0.0560918157629887,0.0463317562968562,1.0,HEALTHY_SYSTEMATIC,0.1302586537488936,-0.2474625701390589,2020-08-27,2020-04-23,38.0,True,2020-03-02,66.39170354903872,2020-03-31,58.20853864816042,2020-04-24,64.92948431876098,0.057504384888867985,0.0012664838061835354,-0.006639641805740476,0.05741799873229984,0.0012645812266048953,-0.006629667381395345,-0.012187666005108455,-0.24999994550191118,0.23781227949680273
ABBV,2020-09-30,F02,PASS,2020-08-31,0.041268792824327,-0.1530037549638704,0.0,HEALTHY_FIRM_SPECIFIC,0.270514250984837,-0.0685453442339695,2021-04-01,2020-11-11,30.0,True,2020-10-01,69.92525515152342,2020-10-30,66.88224665401334,2020-11-12,78.37762935776406,0.05621771344164828,-0.006795443935075356,-0.009662416606376949,0.05613326019161076,-0.006785235456454805,-0.009647901208370377,0.001025625333333391,-0.07467276537223555,0.07569839070556894
ABBV,2022-04-29,F03,PASS,2022-03-31,0.0182578991088785,0.0531473012521456,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.0246920460399588,-0.0777138760389347,2022-10-28,2022-05-16,11.0,True,2022-05-02,125.8853975944698,2022-06-01,126.86396788472221,2022-05-17,133.37929206795414,0.048359186529935955,-0.0028787980782832776,-0.002483571834724703,0.04828653877851392,-0.002874473394139633,-0.0024798408805413383,-0.1281671622551771,-0.07626739143644379,-0.051899770818733315
ABBV,2023-01-31,F03,PASS,2022-12-31,-0.012421768516293,0.0228309767296588,1.0,HEALTHY_SYSTEMATIC,0.0316444601339398,-0.0948969738492493,2023-08-02,2023-02-23,16.0,True,2023-02-01,129.55832073122872,2023-03-03,136.3618035356146,2023-02-24,133.68456390352745,0.05029639327961022,-0.0016018666202981952,0.0009874869204413647,0.050220835352800586,-0.0015994602107534325,0.000986003464877358,-0.116133372845732,-0.08798351249763536,-0.028149860348096634
AMZN,2018-10-31,F01,PASS,2018-09-30,-0.0816270827133825,-0.0562931290918053,0.5918427882686308,EXCLUDED_UNKNOWN_OR_MIDDLE,0.2206118793345024,-0.1589789775656745,2019-05-06,2018-12-06,24.0,True,2018-11-01,81.17649841,2018-12-03,88.47299957,2018-12-07,85.25350189,0.057112730231972185,-0.0028684262621429812,0.00207830980495715,0.05702693243993617,-0.0028641171590951947,0.00207518765702782,-0.2117860667271647,-0.17219885846022165,-0.039587208266943064
AMZN,2020-03-31,F02,PASS,2020-02-29,-0.1748658046333271,0.2290484594874313,1.0,HEALTHY_SYSTEMATIC,0.6129906161215002,-0.0221211432274657,2020-09-29,2020-04-20,13.0,True,2020-04-01,96.64849854,2020-05-01,116.8399963,2020-04-21,120.8304977,0.06497040907870481,-0.016255962601590318,-0.002218970528905642,0.06487280706206179,-0.01623154202682578,-0.0022156370729283226,-0.054030197874455954,-0.013647395147624586,-0.04038280272683137
AMZN,2020-09-30,F02,PASS,2020-08-31,0.0985627318265633,-0.0089023666646169,0.0,HEALTHY_FIRM_SPECIFIC,0.0038968741535019,-0.0624949719011429,2021-04-01,2020-10-27,19.0,True,2020-10-01,160.3999939,2020-10-30,157.8874969,2020-10-28,162.4649963,0.04856828599680029,-0.0006252720134753004,-0.001408099465597272,0.04849532412499739,-0.0006243326964795945,-0.0014059841434156048,-0.09151197450893611,-0.07981602672617061,-0.011695947782765503
AMZN,2024-08-30,F04,PASS,2024-07-31,0.091508031680503,-0.0799003192999061,0.0,HEALTHY_FIRM_SPECIFIC,0.1672829165266107,-0.0398319361344537,2025-03-05,2024-09-20,14.0,True,2024-09-03,177.5500031,2024-10-02,184.4400024,2024-09-23,191.6399994,0.05428080287269611,-0.004307610804188816,-0.0021189634176723635,0.05419925935310769,-0.004301139681298201,-0.0021157801977159246,-0.056564372437584165,-0.03469447250040636,-0.021869899937177806
AMZN,2025-03-31,F04,PASS,2025-02-28,-0.1554748674255374,-0.021303874901303,0.8794884802273623,HEALTHY_SYSTEMATIC,0.1540524211462646,-0.120571785257778,2025-09-30,2025-05-12,29.0,True,2025-04-01,187.8600006,2025-05-01,190.6300049,2025-05-13,211.0800018,0.05193307049920871,-0.006419067153517886,-0.005571164577545994,0.05185505386851385,-0.006409424088189612,-0.005562795276728455,-0.0478017633786092,-0.10933670411156182,0.061534940732952625
APD,2020-02-28,F02,PASS,2020-01-31,-0.1115989167699823,0.0513644647551768,1.0,HEALTHY_SYSTEMATIC,0.3493279092228516,-0.1952553856400594,2020-08-27,2020-04-07,27.0,True,2020-03-02,188.7680775393694,2020-03-31,174.196716209329,2020-04-08,174.8584872262376,0.07223711898283353,0.005322874203889744,-0.0002744278579303039,0.07212860052667504,0.005314877898125264,-0.0002740155977531411,0.019265559980533142,-0.20064244724572255,0.2199080072262557
APD,2022-03-31,F03,PASS,2022-02-28,-0.0215837319973224,-0.1626132666133305,0.1171774358981011,HEALTHY_FIRM_SPECIFIC,-0.0558989246143282,-0.1058022850331124,2022-09-30,2022-05-26,39.0,True,2022-04-01,225.201361395259,2022-05-03,211.15430188202473,2022-05-27,220.61771013394699,0.047893148216262234,0.0009747964571332063,-0.002146451244424752,0.04782120057247216,0.0009733320658606021,-0.0021432267307876576,-0.09140493037346631,-0.10989808206274909,0.018493151689282783
APD,2024-12-31,F04,PASS,2024-11-30,-0.1798553834308665,0.1750745726202432,1.0,HEALTHY_SYSTEMATIC,0.0151665851149345,-0.1323129321264338,2025-07-07,2025-01-22,13.0,True,2025-01-02,275.6667412381593,2025-02-04,324.4779249376616,2025-01-23,307.3930522910425,0.0457224552796181,-0.005262168485713231,0.0024074436672173877,0.04565376856662919,-0.0052542633753190696,0.0024038270768309833,-0.21722439818783212,-0.12713524881799532,-0.09008914936983681
AVGO,2018-01-31,F01,PASS,2017-12-31,0.0948029625553735,-0.1400469547417996,0.0,HEALTHY_FIRM_SPECIFIC,-0.101210974729843,-0.1606604606664468,2018-08-01,2018-02-26,17.0,True,2018-02-01,19.059262696623637,2018-03-05,19.704244177248793,2018-02-27,19.876924434562508,0.04414935632011498,-0.0018940522512438315,-0.00038690761954700975,0.044083032800355165,-0.001891206904847377,-0.0003863263862677671,-0.17417842664544536,-0.1387498419386447,-0.03542858470680066
AVGO,2019-05-31,F01,PASS,2019-04-30,0.0074005205691821,-0.0790635091800511,0.0,HEALTHY_FIRM_SPECIFIC,0.2893471341997191,0.006119720494359,2019-11-27,2019-06-24,16.0,True,2019-06-03,21.03326721760604,2019-07-02,25.13045166754382,2019-06-25,23.472353209807107,0.05747386845345561,-0.0066648564872075,0.003792105844476916,0.0573875281403057,-0.006654844184021909,0.0037864091406544648,-0.045565388789405414,0.0024946201582054517,-0.048060008947610866
BA,2018-03-29,F01,PASS,2018-02-28,-0.0168921692709643,0.1253892459306366,1.0,HEALTHY_SYSTEMATIC,0.131655139468434,-0.0165916174103716,2018-09-27,2018-04-18,13.0,True,2018-04-02,311.4431191711167,2018-05-01,318.4342931413744,2018-04-19,325.7990050862538,0.05445347712259951,-0.002510018225270416,-0.001259393796593955,0.05437167420253551,-0.0025062475419074665,-0.001257501868006189,-0.04703260214744087,-0.00848711468775265,-0.03854548745968822
BA,2018-11-30,F01,PASS,2018-10-31,-0.0722171329655469,0.0883391948722482,1.0,HEALTHY_SYSTEMATIC,0.0165985373082815,-0.1516898827040047,2019-06-05,2019-01-09,25.0,True,2018-12-03,353.99889058598103,2019-01-04,307.7266270451202,2019-01-10,336.70267794881636,0.05079029748099341,0.0024815890910899405,-0.004782498867110865,0.050713997584927825,0.002477861115489907,-0.004775314342022566,-0.015864423714587628,-0.19255580115843585,0.17669137744384822
BA,2024-04-30,F04,PASS,2024-03-31,0.079034171763087,-0.2565380112250871,0.0,HEALTHY_FIRM_SPECIFIC,-0.0885367071471986,-0.1264299432065704,2024-10-29,2024-05-14,10.0,True,2024-05-01,167.5,2024-05-31,173.1199951,2024-05-15,180.1399994,0.04239772571755932,-0.003199446135112319,-0.0017192249611349825,0.04233403359079283,-0.0031946397563414955,-0.0017166422496260186,-0.18607751977154707,-0.12465674567164176,-0.06142077409990532
CAT,2018-10-31,F01,PASS,2018-09-30,-0.1112193670165483,-0.0113221150483437,0.9076058583790584,HEALTHY_SYSTEMATIC,0.1413954990382366,-0.0360206237221293,2019-05-06,2018-11-28,19.0,True,2018-11-01,104.59006275215127,2018-12-03,121.04770633911954,2018-11-29,111.59457403188419,0.052854138542029735,-0.0035396996603350717,0.0041276053857889974,0.05277473823375428,-0.0035343821345559037,0.004121404676646595,-0.10588678844285104,-0.04600704546429102,-0.059879742978560024
CAT,2021-06-30,F02,PASS,2021-05-31,0.0148698485702776,-0.0737400951852032,0.0,HEALTHY_FIRM_SPECIFIC,-0.0369272044817461,-0.1271702313177989,2021-12-29,2021-08-11,29.0,True,2021-07-01,200.0269095010183,2021-08-02,190.85998254346885,2021-08-12,203.9265156803598,0.04683272670653885,-0.0009130231073199713,-0.0032062319573071194,0.046762372084546054,-0.0009116515152709226,-0.00320141538451197,-0.14983777307436563,-0.13326351373179923,-0.0165742593425664
CAT,2022-04-29,F03,PASS,2022-03-31,-0.0206946598448815,0.0710538692203578,1.0,HEALTHY_SYSTEMATIC,0.0560729311901877,-0.2230862611737786,2022-10-28,2022-06-06,25.0,True,2022-05-02,195.63307245663495,2022-06-01,203.51424572592921,2022-06-07,206.812077451547,0.05000271363368652,-0.002857290837642211,-0.0008102653197566423,0.04992759688811763,-0.002852998462823525,-0.0008090480959412893,-0.26319190118043,-0.2210886856373554,-0.04210321554307461
CAT,2023-03-31,F03,PASS,2023-02-28,0.0093909601443906,-0.0530821194092016,0.0,HEALTHY_FIRM_SPECIFIC,0.1997370945600149,-0.0960196614267919,2023-10-02,2023-06-14,51.0,True,2023-04-03,218.24610511351176,2023-05-03,205.7217102,2023-06-15,232.77730548148403,0.05587213128406551,-0.003720062423346056,-0.007348051744592299,0.055788197185992316,-0.003714473946996512,-0.007337013109022045,-0.03918026829385002,-0.1006179881289998,0.061437719835149784
CAT,2024-05-31,F04,PASS,2024-04-30,0.028540287809912,-0.0195107846574279,0.0,HEALTHY_FIRM_SPECIFIC,0.2088766356001457,-0.0603504046774441,2024-11-29,2024-07-15,29.0,True,2024-06-03,331.2157931180783,2024-07-03,318.9629191014389,2024-07-16,337.00692582536306,0.05890711162729148,-0.0010299596454172305,-0.0033324259800612197,0.058818618219739216,-0.0010284123850585677,-0.003327419831868836,-0.08286429294285247,-0.06682866088510242,-0.01603563205775005
COP,2018-02-28,F01,PASS,2018-01-31,-0.0100423114317811,0.115037575936073,1.0,HEALTHY_SYSTEMATIC,0.3375892473084771,-0.0136253291957111,2018-08-28,2018-03-22,16.0,True,2018-03-01,41.64219924364971,2018-04-02,45.286853748121594,2018-03-23,43.582958558424274,0.06358301121867872,-0.0029633238283610502,0.002392278950631925,0.06348749342516043,-0.002958872165123652,0.002388685141492264,0.012272102887616931,-0.017064068098134322,0.029336170985751253
COP,2018-10-31,F01,PASS,2018-09-30,-0.1361584500190888,0.1168870541747743,1.0,HEALTHY_SYSTEMATIC,-0.1107159764954838,-0.1844064929446051,2019-05-06,2019-01-09,46.0,True,2018-11-01,54.30830511515349,2018-12-03,52.68370442137739,2019-01-10,50.95852642361774,0.04711379652244082,0.002906015780341248,0.001542786067231433,0.047043019662367055,0.002901650208312692,0.0015404684116472125,-0.06530619323551234,-0.1878917737078536,0.12258558047234125
COP,2020-01-31,F02,PASS,2019-12-31,-0.0854894333114421,0.1622284339765997,1.0,HEALTHY_SYSTEMATIC,-0.3535391149647807,-0.6158430650592011,2020-07-31,2020-04-07,46.0,True,2020-02-03,46.98808847200517,2020-03-04,38.829870945281,2020-04-08,27.12117257029506,0.05593529346862771,0.02364986121835485,0.0168666406505293,0.055851264484949245,0.02361433313440138,0.01684130268260161,-0.08751829273395006,-0.6157136513276544,0.5281953585937044
COP,2022-04-29,F03,PASS,2022-03-31,0.1535812759067498,-0.0773495724483126,0.0,HEALTHY_FIRM_SPECIFIC,0.3732264805335952,-0.1351284652204677,2022-10-28,2022-05-13,10.0,True,2022-05-02,80.82133614708574,2022-06-01,98.48552741964534,2022-05-16,88.77131025418097,0.06324620966037921,-0.006221200405012867,0.006238352290235685,0.06315119782814028,-0.0062118545856763435,0.006228980704421606,-0.20214152255723672,-0.12366033752395622,-0.0784811850332805
COP,2022-12-30,F03,PASS,2022-11-30,0.2320665071430443,-0.0796482623467197,0.0,HEALTHY_FIRM_SPECIFIC,-0.0990919496821319,-0.1965231804225653,2023-07-05,2023-01-19,12.0,True,2023-01-03,104.1145830853439,2023-02-02,101.3723696025878,2023-01-20,107.33019743982119,0.04416931423916654,-0.0013641843119945804,-0.002595906270685601,0.04410296073755538,-0.0013621349615008452,-0.002592006561716112,-0.2109664551070718,-0.18659688537021735,-0.024369569736854446
COST,2018-12-31,F01,PASS,2018-11-30,-0.1097272212923382,-0.0302759890201262,0.7837478944050271,HEALTHY_SYSTEMATIC,0.3102248770449105,-0.0161502856383519,2019-07-02,2019-01-17,12.0,True,2019-01-02,181.01577001629582,2019-02-01,193.20383999250245,2019-01-18,191.90377404370585,0.06268949336948737,-0.0037707402853454502,0.0004218367278835816,0.06259531786617817,-0.0037650756780064215,0.00042120302223327966,-0.019988679028439704,-0.0003989283159655521,-0.019589750712474152
COST,2020-02-28,F02,PASS,2020-01-31,-0.0538371389913409,-0.0131114455236972,0.8041564938426427,HEALTHY_SYSTEMATIC,0.2374550706961704,-0.0045881634823364,2020-08-27,2020-04-06,26.0,True,2020-03-02,269.00379744614713,2020-03-31,262.5902249639804,2020-04-07,280.0219016116414,0.056668221419748414,-0.0023210689678129087,-0.0037618388579491527,0.05658309139257804,-0.002317582134110638,-0.0037561876228095203,-0.030220139078184105,-0.04955178504056479,0.019331645962380684
COST,2021-02-26,F02,PASS,2021-01-31,-0.0390524875519148,-0.0822153261399657,0.3220350591224485,HEALTHY_FIRM_SPECIFIC,0.362889941798844,-0.0591539504222735,2021-08-26,2021-04-01,24.0,True,2021-03-01,316.90029758419274,2021-03-30,334.2668432845199,2021-04-05,337.97272648910564,0.0629985917471031,-0.004189119908755437,-0.00069844026638749,0.06290395189971136,-0.004182826789212987,-0.0006973910321365212,0.0036645448399348357,-0.07097039117868786,0.0746349360186227
COST,2022-01-31,F03,PASS,2021-12-31,0.02975073613211,-0.0024781475429602,0.0,HEALTHY_FIRM_SPECIFIC,0.0811279376653397,-0.1730057770200994,2022-08-02,2022-03-09,26.0,True,2022-02-01,480.11102497018,2022-03-03,508.91773751914525,2022-03-10,498.0823082912055,0.05204123174786668,-0.00194798217802674,0.001108016172294654,0.05196305263157044,-0.0019450558152154795,0.0011063516512546528,-0.20263920322220286,-0.17279278011858334,-0.029846423103619513
COST,2022-08-31,F03,PASS,2022-07-31,-0.0143432145067583,0.1492655815344541,1.0,HEALTHY_SYSTEMATIC,-0.0864839654998951,-0.1361755615623587,2023-03-03,2022-11-11,51.0,True,2022-09-01,496.51498190961405,2022-10-03,453.3141076651975,2022-11-14,493.6309542842637,0.04608383347259164,0.0002676798357742066,-0.004098603626748999,0.04601460387799085,0.0002672777128361406,-0.004092446485597145,-0.12714955664656247,-0.13221954422629056,0.005069987579728097
COST,2025-03-31,F04,PASS,2025-02-28,-0.0252332203101604,0.0154431506467265,1.0,HEALTHY_SYSTEMATIC,-0.01867239121017,-0.0398084460100398,2025-09-30,2025-04-22,15.0,True,2025-04-01,935.9252129070355,2025-05-01,983.2766375054385,2025-04-23,987.6661867903598,0.04659171501896824,-0.002575740750148138,-0.0002079950052140192,0.04652172245759774,-0.0025718713349000416,-0.00020768254401439673,-0.0765253189804731,-0.03638505666629377,-0.04014026231417933
CRM,2018-10-31,F01,PASS,2018-09-30,-0.0369814188105326,0.0089603064128638,1.0,HEALTHY_SYSTEMATIC,0.1840570581485092,-0.1207374581016712,2019-05-06,2018-12-06,24.0,True,2018-11-01,136.0463148995865,2018-12-03,143.81196201427935,2018-12-07,139.48679453547152,0.05717275119487742,-0.0014458435449624524,0.0017194795250585829,0.057086863236147006,-0.001443671521609985,0.0017168964311300924,-0.14496112340103662,-0.12810684076558887,-0.016854282635447748
CRM,2020-03-31,F02,PASS,2020-02-29,-0.0977832246863935,-0.0228512272412554,0.8105746171503263,HEALTHY_SYSTEMATIC,0.718641581394402,-0.0688984544734324,2020-09-29,2020-04-16,11.0,True,2020-04-01,135.96769889355116,2020-05-01,155.79468081929983,2020-04-17,157.27900746935885,0.0772121299590212,-0.012102076748686602,-0.0007356350140023393,0.07709613777580786,-0.012083896362985014,-0.0007345299038160474,-0.0590002182660434,-0.030798217721030974,-0.02820200054501243
CRM,2020-09-30,F02,PASS,2020-08-31,0.1120976592467289,0.1577069581420011,,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.1297150919146673,-0.1829938668504597,2021-04-01,2020-11-20,37.0,True,2020-10-01,248.87432758331155,2020-10-30,231.80957681327945,2020-11-23,256.78748921352917,0.04180069223046079,-0.0013290870018077272,-0.004504102216808997,0.04173789699926831,-0.0013270903763668504,-0.004497335914029614,-0.21398784022471018,-0.18899594441924117,-0.02499189580546901
CRM,2024-04-30,F04,PASS,2024-03-31,0.0013819726253992,-0.0676108016657286,0.0,HEALTHY_FIRM_SPECIFIC,0.1148406423165402,-0.1893731108225689,2024-10-29,2024-07-01,42.0,True,2024-05-01,264.7904357249058,2024-05-31,215.66509468054605,2024-07-02,251.04003349731235,0.058689575722790994,0.0030477130737213975,-0.009626686012639128,0.05860140910928655,0.0030431346364549194,-0.009612224291037759,-0.06374765719382236,-0.1896142437601771,0.12586658656635474
CRM,2025-02-28,F04,PASS,2025-01-31,-0.0122984255749594,-0.1162956907381318,0.0956375449170328,HEALTHY_FIRM_SPECIFIC,-0.1369494136433594,-0.2197685838431525,2025-08-29,,,False,2025-03-03,297.53374771303146,2025-04-01,265.7638445954992,,,0.05,0.007363119628885119,0.0022662278350226786,0.05,0.007427171026538268,0.0023379360556010087,,-0.2279338200601072,
CVX,2018-02-28,F01,PASS,2018-01-31,0.00522126639773,-0.0275806542725563,0.0,HEALTHY_FIRM_SPECIFIC,0.0906390301460979,-0.0025020292135775,2018-08-28,2018-04-05,25.0,True,2018-03-01,78.26058557312325,2018-04-02,79.91660259794803,2018-04-06,81.66386580388003,0.052363471942891156,-0.00227710497655962,-0.0011448530704058699,0.05228480874017274,-0.002273684187911802,-0.0011431332110111644,-0.013919876590339109,0.0009864254951763574,-0.014906302085515466
CVX,2018-10-31,F01,PASS,2018-09-30,-0.1082750592961023,0.0148411406057687,1.0,HEALTHY_SYSTEMATIC,0.0815851573717869,-0.0866365731930011,2019-05-06,2018-11-15,11.0,True,2018-11-01,79.87140409710574,2018-12-03,87.14628493208984,2018-11-16,84.7866918693353,0.050813109971435504,-0.0031270397826974397,0.0013758275740499495,0.050736775805229034,-0.003122342176614272,0.0013737607324264337,-0.14051044859369033,-0.08761744476906386,-0.05289300382462647
CVX,2020-01-31,F02,PASS,2019-12-31,-0.0329086640370726,-0.0398385600515981,0.4523700312875258,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.1957458592408925,-0.4880182777666768,2020-07-31,2020-04-07,46.0,True,2020-02-03,80.30944901559725,2020-03-04,73.21065029213224,2020-04-08,62.51431107214182,0.05167368234450215,0.011449964065724384,0.0075497107715518305,0.051596055380539456,0.011432763318504971,0.007538369193026716,-0.027949872152081667,-0.4871087475397782,0.4591588753876965
