ticker,signal_date,fold_id,business_state,business_month_end,common_return_63d,residual_return_63d,systematic_fraction,group,FORWARD_TOTAL_RETURN,FORWARD_TROUGH_RETURN,outcome_end
NEE,2024-06-28,F04,PASS,2024-05-31,0.0609203711976716,0.04806046053207824,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.03182405852783643,-0.012851239843415074,2024-12-27
NEE,2024-12-31,F04,PASS,2024-11-30,-0.08857384152599646,-0.07821797922388486,0.5310442749996749,EXCLUDED_UNKNOWN_OR_MIDDLE,0.05978161308875074,-0.09836450185870693,2025-07-07
NEM,2018-07-31,F01,PASS,2018-06-30,0.02509476440037912,-0.08841177690840181,0.0,HEALTHY_FIRM_SPECIFIC,-0.0617630101790847,-0.19220281699741604,2019-01-31
NEM,2019-04-30,F01,PASS,2019-03-31,-0.026557405710760023,-0.02156421211914508,0.5518809821530141,EXCLUDED_UNKNOWN_OR_MIDDLE,0.2605474966968391,-0.03638084974894662,2019-10-28
NEM,2020-02-28,F02,PASS,2020-01-31,-0.036464846152459214,0.19716869399115214,1.0,HEALTHY_SYSTEMATIC,0.4613872995012409,-0.1124464077411721,2020-08-27
NEM,2020-10-30,F02,PASS,2020-09-30,0.04088429646454697,-0.11819518800308042,0.0,HEALTHY_FIRM_SPECIFIC,0.03564562459188947,-0.12881792909765621,2021-05-04
NEM,2021-06-30,F02,PASS,2021-05-31,0.047376593603376094,0.010402728936429514,,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.024924251040134404,-0.15150663523079178,2021-12-29
NEM,2022-04-29,F03,VETO,2022-03-31,0.07901922448216582,0.12448673267467845,,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.3989338745395026,-0.4352558722825023,2022-10-28
NEM,2023-02-28,F03,VETO,2023-01-31,0.005603619300959053,-0.04395128664739837,0.0,DAMAGED_FIRM_SPECIFIC,-0.0760275745404384,-0.10688904015225342,2023-08-29
NEM,2024-10-31,F04,PASS,2024-09-30,0.03585179710922135,-0.09637320015738074,0.0,HEALTHY_FIRM_SPECIFIC,0.21613566891501068,-0.18089248536095415,2025-05-06
NFLX,2018-03-29,F01,PASS,2018-02-28,,,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.2890130131488726,-0.05099036829688686,2018-09-27
NFLX,2018-09-28,F01,PASS,2018-08-31,,,,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.0171330519028009,-0.3748696545255761,2019-04-02
NFLX,2019-05-31,F01,PASS,2019-04-30,0.009428168135020079,-0.04951344855340057,0.0,HEALTHY_FIRM_SPECIFIC,-0.07967253469204605,-0.25836051357320133,2019-11-27
NFLX,2020-07-31,F02,PASS,2020-06-30,0.14863574881954958,0.01455240034497017,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.10260184073239031,-0.04489853702339475,2021-02-01
NFLX,2021-03-31,F02,PASS,2021-02-28,0.08459093667555279,-0.10209209899373146,0.0,HEALTHY_FIRM_SPECIFIC,0.14837246108772373,-0.07031398313046466,2021-09-29
NFLX,2023-02-28,F03,PASS,2023-01-31,0.1335083416494196,-0.012935266197659414,0.0,HEALTHY_FIRM_SPECIFIC,0.3348337280432696,-0.09117443473231157,2023-08-29
NFLX,2024-04-30,F04,PASS,2024-03-31,0.014713430932447293,-0.036645367869905084,0.0,HEALTHY_FIRM_SPECIFIC,0.3791951433048817,0.0019432342654628343,2024-10-29
NFLX,2025-03-31,F04,PASS,2025-02-28,-0.06986934971541735,0.07890706348945208,1.0,HEALTHY_SYSTEMATIC,0.2856637365161996,-0.08221719350217538,2025-09-30
NKE,2018-10-31,F01,PASS,2018-09-30,-0.05197145227429403,0.007445712866252436,1.0,HEALTHY_SYSTEMATIC,0.1198515599886969,-0.0974090493784584,2019-05-06
NKE,2019-05-31,F01,PASS,2019-04-30,-0.0038064365777840496,-0.11553784036807765,0.03189458828855923,HEALTHY_FIRM_SPECIFIC,0.22353092363836646,0.01062982842407445,2019-11-27
NKE,2020-02-28,F02,PASS,2020-01-31,-0.05916095477638621,0.02129241010356514,1.0,HEALTHY_SYSTEMATIC,0.24319210037413508,-0.29738171721336504,2020-08-27
NKE,2022-03-31,F03,PASS,2022-02-28,-0.07127196743509638,-0.14536215952090134,0.32899695184947936,HEALTHY_FIRM_SPECIFIC,-0.3789737931874375,-0.3789737931874375,2022-09-30
NKE,2023-05-31,F03,VETO,2023-04-30,0.07195334012558258,-0.18826034725071145,0.0,DAMAGED_FIRM_SPECIFIC,0.05552639430575956,-0.1448295074932432,2023-11-29
NVDA,2018-10-31,F01,PASS,2018-09-30,-0.06431448444307174,-0.10802458359539863,0.37318575048064634,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.14520923809520436,-0.39663628135852036,2019-05-06
NVDA,2020-02-28,F02,PASS,2020-01-31,0.04084162633534487,0.17927753636256782,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.8712209387690735,-0.2727811623360038,2020-08-27
NVDA,2020-10-30,F02,PASS,2020-09-30,-0.030959592380711595,0.16087682874187492,1.0,HEALTHY_SYSTEMATIC,0.14571910818576161,-0.07478257773813946,2021-05-04
NVDA,2024-07-31,F04,PASS,2024-06-30,0.16916438726883926,0.13425167353439466,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.02622249569070423,-0.15475987907991318,2025-01-31
ORCL,2018-12-31,F01,PASS,2018-11-30,-0.144756897187282,0.016018978480787892,1.0,HEALTHY_SYSTEMATIC,0.3057431700182005,-0.00819490123363864,2019-07-02
ORCL,2024-04-30,F04,PASS,2024-03-31,-0.0393449575675173,0.03896902357449923,1.0,HEALTHY_SYSTEMATIC,0.5324019696482456,0.007736139573218503,2024-10-29
ORCL,2024-12-31,F04,PASS,2024-11-30,0.048136993424050506,-0.04900682533285879,0.0,HEALTHY_FIRM_SPECIFIC,0.40222786839488633,-0.2584963335931456,2025-07-07
PEP,2018-04-30,F01,PASS,2018-03-31,-0.12490768913337026,-0.03794053019103314,0.7670190662910883,HEALTHY_SYSTEMATIC,0.11341183753250172,-0.04735492895161586,2018-10-26
PEP,2020-02-28,F02,PASS,2020-01-31,-0.05559441819899593,0.0351569432972111,1.0,HEALTHY_SYSTEMATIC,0.06351590184812594,-0.20751528451986379,2020-08-27
PEP,2021-02-26,F02,PASS,2021-01-31,-0.05502044953333323,-0.046617949336859095,0.5413352644762016,EXCLUDED_UNKNOWN_OR_MIDDLE,0.21529049320350135,-0.0003872841871437327,2021-08-26
PEP,2024-12-31,F04,PASS,2024-11-30,-0.05892955296130853,-0.052199748966535106,0.5302791607525038,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.09820456783857012,-0.147799044742558,2025-07-07
PG,2018-02-28,F01,VETO,2018-01-31,-0.019768776704959794,-0.097469883806789,0.1686199468560007,DAMAGED_FIRM_SPECIFIC,0.08274476642871598,-0.08817577569845203,2018-08-28
PG,2020-02-28,F02,PASS,2020-01-31,-0.06565567131047005,-0.005149462342659405,0.927272754432096,HEALTHY_SYSTEMATIC,0.2365072876220604,-0.1371544943213675,2020-08-27
PG,2021-01-29,F02,PASS,2020-12-31,0.010770891224906862,-0.07587472952294731,0.0,HEALTHY_FIRM_SPECIFIC,0.1234712753200169,-0.04726617485985585,2021-07-30
PG,2022-06-30,F03,PASS,2022-05-31,-0.021694906442971056,-0.04383856063113931,0.3310507960525995,HEALTHY_FIRM_SPECIFIC,0.07566951729900251,-0.13371285561557378,2022-12-29
PG,2023-02-28,F03,VETO,2023-01-31,-0.059034786096425464,0.0008246198941754043,1.0,DAMAGED_SYSTEMATIC,0.13266113019002268,-0.007197004201318302,2023-08-29
PLD,2018-12-31,F01,UNKNOWN,2018-11-30,-0.06352016185523682,-0.07268031489009094,0.4663725368157775,EXCLUDED_UNKNOWN_OR_MIDDLE,0.40919924663864093,-0.03661452566060519,2019-07-02
PLD,2020-02-28,F02,UNKNOWN,2020-01-31,-0.03279961149891433,-0.05233598694927551,0.38526318128690756,EXCLUDED_UNKNOWN_OR_MIDDLE,0.22667281290340058,-0.24841589919999174,2020-08-27
PLD,2022-02-28,F03,UNKNOWN,2022-01-31,-0.0062245071900079284,-0.017063732620304993,0.26728113591699953,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.1164628824252778,-0.25274572638797466,2022-08-29
PLD,2022-08-31,F03,UNKNOWN,2022-07-31,-0.016067328839098796,0.012447796972877047,1.0,EXCLUDED_UNKNOWN_OR_MIDDLE,0.0329585957098133,-0.2006375771464548,2023-03-03
PLD,2024-04-30,F04,UNKNOWN,2024-03-31,0.06888801793179213,-0.27653524399671503,0.0,EXCLUDED_UNKNOWN_OR_MIDDLE,0.14815980780510518,-0.0016659464148810477,2024-10-29
PLD,2024-10-31,F04,UNKNOWN,2024-09-30,0.1002408440444121,-0.18609124030807903,0.0,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.058356590079696624,-0.19117793603239497,2025-05-06
PLD,2025-05-30,F04,UNKNOWN,2025-04-30,0.01206747646699208,-0.13516744469684736,0.0,EXCLUDED_UNKNOWN_OR_MIDDLE,0.205469421926604,-0.03247246770947987,2025-11-28
SHW,2018-04-30,F01,PASS,2018-03-31,-0.09264495440601238,-0.040172235804428996,0.6975373764436792,HEALTHY_SYSTEMATIC,0.011824039514732432,0.005159169971820976,2018-10-26
SHW,2018-10-31,F01,PASS,2018-09-30,-0.09085232816196065,-0.015243350804324138,0.8563244898110489,HEALTHY_SYSTEMATIC,0.1551268071431544,-0.06981819104750464,2019-05-06
SHW,2020-02-28,F02,PASS,2020-01-31,-0.10698360501756357,-0.01823485277125511,0.8543756799655826,HEALTHY_SYSTEMATIC,0.3057717986580488,-0.2323172513199787,2020-08-27
SHW,2022-01-31,F03,PASS,2021-12-31,-0.008098408935131531,-0.09014691479954967,0.08243047737317133,HEALTHY_FIRM_SPECIFIC,-0.14578427960781548,-0.23225444852085952,2022-08-02
SHW,2024-05-31,F04,PASS,2024-04-30,0.04351609008430486,-0.13970090311019512,0.0,HEALTHY_FIRM_SPECIFIC,0.31314347418956356,-0.03900580833158118,2024-11-29
SHW,2024-12-31,F04,PASS,2024-11-30,-0.1067282079824023,-0.004386348654519777,0.9605240862468398,HEALTHY_SYSTEMATIC,0.023172519463052987,-0.07570615556866966,2025-07-07
SLB,2018-02-28,F01,PASS,2018-01-31,-0.012690742402456821,0.09492018047444696,1.0,HEALTHY_SYSTEMATIC,-0.016801042958965784,-0.044116126030680824,2018-08-28
SLB,2020-01-31,F02,PASS,2019-12-31,-0.08580605760739976,0.11196343547172397,1.0,HEALTHY_SYSTEMATIC,-0.44692169208863686,-0.6350941975339217,2020-07-31
SLB,2022-04-29,F03,PASS,2022-03-31,0.19902930536122343,-0.21294994093494873,0.0,HEALTHY_FIRM_SPECIFIC,0.30396399364758064,-0.1939465803392212,2022-10-28
SLB,2023-03-31,F03,PASS,2023-02-28,-0.058487324593186375,-0.011525904982970282,0.8353753275952936,HEALTHY_SYSTEMATIC,0.19141267471456702,-0.12769853312543356,2023-10-02
SO,2018-01-31,F01,VETO,2017-12-31,-0.08222590278334277,-0.05041355467447569,0.6199203793448262,EXCLUDED_UNKNOWN_OR_MIDDLE,0.09495641379106745,-0.03923749605104654,2018-08-01
SO,2018-09-28,F01,PASS,2018-08-31,0.014454909014748931,-0.06204348335475978,0.0,HEALTHY_FIRM_SPECIFIC,0.21447048449681128,-0.018578187866371443,2019-04-02
SO,2020-02-28,F02,PASS,2020-01-31,-0.002927017736851119,-0.018949201169069178,0.13379906963990879,HEALTHY_FIRM_SPECIFIC,-0.11465993651020112,-0.28379720528244656,2020-08-27
SO,2021-02-26,F02,VETO,2021-01-31,-0.11355898803945122,0.04819895956885771,1.0,DAMAGED_SYSTEMATIC,0.18985576986458463,0.01216513362185756,2021-08-26
SO,2022-09-30,F03,PASS,2022-08-31,-0.08116769512196222,0.017067492228412414,1.0,HEALTHY_SYSTEMATIC,0.03569468284476818,-0.09558821738446321,2023-04-03
SO,2024-12-31,F04,PASS,2024-11-30,-0.06694500303707109,-0.02375877795099643,0.7380618790949629,HEALTHY_SYSTEMATIC,0.13235261487643757,-0.016520972365894115,2025-07-07
TMUS,2018-05-31,F01,PASS,2018-04-30,,,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.23734247310324763,0.02100527725679413,2018-11-28
TMUS,2020-02-28,F02,PASS,2020-01-31,-0.034310610286244596,0.1734350179593948,1.0,HEALTHY_SYSTEMATIC,0.2781719921267025,-0.1756876718095458,2020-08-27
TMUS,2021-02-26,F02,PASS,2021-01-31,0.08145252661639817,-0.14670966961231366,0.0,HEALTHY_FIRM_SPECIFIC,0.1467868571289319,-0.01133603685201301,2021-08-26
TMUS,2024-12-31,F04,PASS,2024-11-30,0.018207555208551725,0.05397071318168729,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.08414924964879233,-0.04272183921345918,2025-07-07
TSLA,2020-02-28,F02,VETO,2020-01-31,-0.08522792980660676,0.7936865640586683,1.0,DAMAGED_SYSTEMATIC,2.351472434046601,-0.45924338853713675,2020-08-27
TSLA,2020-09-30,F02,PASS,2020-08-31,0.2061786121439158,0.4439859508291303,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.5425048756068658,-0.0954989114155318,2021-04-01
TSLA,2021-04-30,F02,PASS,2021-03-31,0.18166545232264095,-0.29368092756284414,0.0,HEALTHY_FIRM_SPECIFIC,0.5181552043642905,-0.20576788432341808,2021-10-28
TSLA,2024-12-31,F04,PASS,2024-11-30,0.39645348116885665,0.05152821091725668,,EXCLUDED_UNKNOWN_OR_MIDDLE,-0.27213746757851776,-0.45062400298957206,2025-07-07
UNH,2018-03-29,F01,PASS,2018-02-28,-0.016857668925488022,-0.009395386131251213,0.6421221792684508,EXCLUDED_UNKNOWN_OR_MIDDLE,0.24524441014005194,0.014953173651754303,2018-09-27
UNH,2018-12-31,F01,PASS,2018-11-30,-0.11043736660645632,0.047915779465472194,1.0,HEALTHY_SYSTEMATIC,-0.012581468642106297,-0.1262539001397318,2019-07-02
UNH,2020-02-28,F02,PASS,2020-01-31,-0.07354834895820156,-0.021285126505373994,0.7755526052237812,HEALTHY_SYSTEMATIC,0.23300989869498978,-0.23241289763432726,2020-08-27
UNH,2023-02-28,F03,PASS,2023-01-31,-0.08895081196142852,-0.02983125220421357,0.7488572671829161,HEALTHY_SYSTEMATIC,0.04344141093853682,-0.05200391397438253,2023-08-29
UNH,2024-02-29,F04,PASS,2024-01-31,0.09071745024083377,-0.17813658771837484,0.0,HEALTHY_FIRM_SPECIFIC,0.20830940621683913,-0.10670310333556121,2024-08-29
UNH,2024-12-31,F04,PASS,2024-11-30,-0.17453405143963552,0.03592052432289475,1.0,HEALTHY_SYSTEMATIC,-0.3927704484307617,-0.4553384630458954,2025-07-07
UNP,2018-10-31,F01,PASS,2018-09-30,-0.07917062730439539,0.05936615657910048,1.0,HEALTHY_SYSTEMATIC,0.22434291554031316,-0.1185304312038975,2019-05-06
UNP,2020-02-28,F02,PASS,2020-01-31,-0.1287475094821761,0.03177499954779864,1.0,HEALTHY_SYSTEMATIC,0.2235217663381699,-0.2864025139162446,2020-08-27
UNP,2020-10-30,F02,VETO,2020-09-30,0.048156600883666745,-0.013775786678551356,0.0,DAMAGED_FIRM_SPECIFIC,0.28549895299091377,0.011569360948723073,2021-05-04
UNP,2022-04-29,F03,PASS,2022-03-31,-0.0312568363925677,-0.012344244889238258,0.716882138553997,HEALTHY_SYSTEMATIC,-0.14231124511333182,-0.1949859233632666,2022-10-28
UNP,2024-06-28,F04,PASS,2024-05-31,-0.05567437118148477,-0.022000808817951217,0.7167588305799746,HEALTHY_SYSTEMATIC,0.027521888787244375,-0.019800157953836495,2024-12-27
UNP,2024-12-31,F04,PASS,2024-11-30,-0.045272946217378915,-0.022953021656943053,0.6635735282022752,EXCLUDED_UNKNOWN_OR_MIDDLE,0.04401722759306814,-0.08167403847693855,2025-07-07
V,2018-12-31,F01,PASS,2018-11-30,-0.1844551042586466,0.05736108405352675,1.0,HEALTHY_SYSTEMATIC,0.3328483977977763,-0.02887691045219165,2019-07-02
V,2020-02-28,F02,VETO,2020-01-31,-0.03251904176328594,0.029629153449199072,1.0,DAMAGED_SYSTEMATIC,0.16473882495298908,-0.25319118987536693,2020-08-27
V,2020-10-30,F02,VETO,2020-09-30,-0.003329544841385741,-0.04339681141554448,0.07125624825265332,DAMAGED_FIRM_SPECIFIC,0.280834311311545,0.016674915613241303,2021-05-04
WMT,2018-02-28,F01,PASS,2018-01-31,-0.030169845326195512,-0.03543871271896801,0.45984618813642025,EXCLUDED_UNKNOWN_OR_MIDDLE,0.08672905252832108,-0.07328656366478448,2018-08-28
WMT,2018-12-31,F01,VETO,2018-11-30,-0.07542406047386549,0.07274051551186174,1.0,DAMAGED_SYSTEMATIC,0.21091278577153294,-0.003113439480329827,2019-07-02
WMT,2020-02-28,F02,PASS,2020-01-31,-0.047689905839653365,-0.0493895522935628,0.49124610660899487,EXCLUDED_UNKNOWN_OR_MIDDLE,0.2853353053888146,-0.03371067671909844,2020-08-27
WMT,2021-02-26,F02,PASS,2021-01-31,-0.07989848750007209,-0.06919474558456587,0.5358961359078915,EXCLUDED_UNKNOWN_OR_MIDDLE,0.14757480911400034,-0.018396140457895394,2021-08-26
WMT,2022-02-28,F03,PASS,2022-01-31,0.040319989582987964,-0.10588630957926322,0.0,HEALTHY_FIRM_SPECIFIC,-0.0051650728356078535,-0.1182362125171933,2022-08-29
WMT,2022-08-31,F03,VETO,2022-07-31,0.0058891679292758506,0.05350932761367289,,EXCLUDED_UNKNOWN_OR_MIDDLE,0.06526061836746,-0.030101860715428086,2023-03-03
WMT,2025-03-31,F04,PASS,2025-02-28,0.007381072685927555,-0.060029988920620586,0.0,HEALTHY_FIRM_SPECIFIC,0.1795245717465903,-0.06834489371742192,2025-09-30
XOM,2018-02-28,F01,UNKNOWN,2018-01-31,0.007931985105430969,-0.06625813979166154,0.0,EXCLUDED_UNKNOWN_OR_MIDDLE,0.08172899452401983,-0.03868496685264866,2018-08-28
XOM,2018-12-31,F01,PASS,2018-11-30,-0.2313663032953432,0.020863670318591744,1.0,HEALTHY_SYSTEMATIC,0.13562457583433019,0.006306261408600022,2019-07-02
XOM,2022-06-30,F03,PASS,2022-05-31,-0.04263984031185075,0.07478921256615056,1.0,HEALTHY_SYSTEMATIC,0.29785890435816764,-0.02919197025050213,2022-12-29
XOM,2023-05-31,F03,PASS,2023-04-30,-0.09470047958159636,0.0215377300008363,1.0,HEALTHY_SYSTEMATIC,0.019009814776866474,-0.012331217047747423,2023-11-29
XOM,2024-12-31,F04,VETO,2024-11-30,-0.04770045950994332,-0.05288237749926191,0.47424054568651536,EXCLUDED_UNKNOWN_OR_MIDDLE,0.05174625667056887,-0.06271410203867878,2025-07-07
